,0,1,2,3,4,5,6,7,8
46,Clc1ccc(Cl)cc1,-3.27,145.969005488,2.993400000000001,0.0,0.0,0.0,0.0,0.75
47,CCc1ccc(CC)cc1,-3.75,134.109550448,2.811400000000001,0.0,0.0,0.0,2.0,0.6
48,Fc1ccc(F)cc1,-1.97,114.028106568,1.9647999999999999,0.0,0.0,0.0,0.0,0.75
49,Cc1ccc(C)c2ccccc12,-4.14,156.093900384,3.456640000000002,0.0,0.0,0.0,0.0,0.8333333333333334
50,O=N(=O)c1ccc(cc1)N(=O)=O,-3.39,168.017106608,1.503,86.28,0.0,4.0,2.0,0.5
51,C=CCC=C,-2.09,68.062600256,1.7485,0.0,0.0,0.0,2.0,0.0
52,Cc1cccc2c(C)cccc12,-4.679,156.093900384,3.456640000000002,0.0,0.0,0.0,0.0,0.8333333333333334
53,C=CCCC=C,-2.68,82.07825032,2.1386000000000003,0.0,0.0,0.0,3.0,0.0
54,c1cnc2c(c1)ccc3ncccc23,-2.68,180.068748256,2.7830000000000004,25.78,0.0,2.0,0.0,1.0
55,CC12CCC(CC1)C(C)(C)O2,-1.74,154.135765196,2.7441000000000013,9.23,0.0,1.0,0.0,0.0
56,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,302.2245802,4.269300000000004,37.3,1.0,2.0,0.0,0.0
57,Nc2cccc3nc1ccccc1cc23 ,-4.22,194.08439832,2.970200000000001,38.91,1.0,2.0,0.0,0.9333333333333333
58,CC(C)CBr,-2.43,135.988762388,2.0373,0.0,0.0,0.0,1.0,0.0
59,CCCCBr,-2.37,135.988762388,2.1814,0.0,0.0,0.0,2.0,0.0
60,CCCCCCCBr,-4.43,178.03571258,3.351700000000002,0.0,0.0,0.0,5.0,0.0
61,CCCCCCBr,-3.81,164.020062516,2.9616000000000016,0.0,0.0,0.0,4.0,0.0
62,Brc1cccc2ccccc12,-4.35,205.973112324,3.6023000000000014,0.0,0.0,0.0,0.0,0.9090909090909091
63,CCCCCCCCBr,-5.06,192.051362644,3.741800000000003,0.0,0.0,0.0,6.0,0.0
64,CCCCCBr,-3.08,150.004412452,2.5715000000000012,0.0,0.0,0.0,3.0,0.0
65,CCCBr,-1.73,121.973112324,1.7913000000000001,0.0,0.0,0.0,1.0,0.0
66,CCCCO,0.0,74.07316494,0.7787999999999999,20.23,1.0,1.0,2.0,0.0
67,CCC=C,-1.94,56.062600255999996,1.5824,0.0,0.0,0.0,1.0,0.0
68,CCC#C,-1.24,54.046950192,1.0295999999999998,0.0,0.0,0.0,0.0,0.0
69,ClCCBr,-1.32,141.918489908,1.6200999999999999,0.0,0.0,0.0,1.0,0.0
70,ClCC(C)C,-2.0,92.039277968,1.8812,0.0,0.0,0.0,1.0,0.0
71,CCCCCl,-2.03,92.039277968,2.0253,0.0,0.0,0.0,2.0,0.0
72,CCCCCCCCl,-4.0,134.08622816,3.1956000000000016,0.0,0.0,0.0,5.0,0.0
73,CCCCCCCl,-3.12,120.07057809599999,2.805500000000001,0.0,0.0,0.0,4.0,0.0
74,Clc1cccc2ccccc12,-3.93,162.023627904,3.4932000000000016,0.0,0.0,0.0,0.0,0.9090909090909091
75,CCCCCCl,-2.73,106.05492803199999,2.415400000000001,0.0,0.0,0.0,3.0,0.0
76,CCCCl,-1.47,78.023627904,1.6352,0.0,0.0,0.0,1.0,0.0
77,CCCCCCCCCCO,-3.63,158.167065324,3.119400000000002,20.23,1.0,1.0,8.0,0.0
78,CCCCCCCCC=C,-5.51,140.15650064,3.9230000000000036,0.0,0.0,0.0,7.0,0.0
79,CCCCCCCCCCCCO,-4.8,186.198365452,3.8996000000000035,20.23,1.0,1.0,10.0,0.0
80,CCc1cccc2ccccc12,-4.17,156.093900384,3.4022000000000023,0.0,0.0,0.0,1.0,0.8333333333333334
81,CCCCCCCO,-1.81,116.120115132,1.9491,20.23,1.0,1.0,5.0,0.0
82,CCCCCC=C,-3.73,98.109550448,2.752700000000001,0.0,0.0,0.0,4.0,0.0
83,CCCCCC#C,-3.01,96.093900384,2.1999000000000004,0.0,0.0,0.0,3.0,0.0
84,CCCCCCCCCCCCCCCCO,-7.0,242.26096570800001,5.460000000000006,20.23,1.0,1.0,14.0,0.0
85,CCCCCCO,-1.24,102.104465068,1.559,20.23,1.0,1.0,4.0,0.0
86,CCCCC=C,-3.23,84.093900384,2.3626000000000005,0.0,0.0,0.0,3.0,0.0
87,CCCC(O)C=C,-0.59,100.088815004,1.3334,20.23,1.0,1.0,3.0,0.0
88,CCCCC#C,-2.36,82.07825032,1.8098,0.0,0.0,0.0,2.0,0.0
89,CCCCI,-2.96,183.974898288,2.2215,0.0,0.0,0.0,2.0,0.0
90,CCCCCCCI,-4.81,226.02184848,3.3918000000000026,0.0,0.0,0.0,5.0,0.0
91,Ic1cccc2ccccc12,-4.55,253.959248224,3.4444000000000017,0.0,0.0,0.0,0.0,0.9090909090909091
92,CCCI,-2.29,169.959248224,1.8314,0.0,0.0,0.0,1.0,0.0
93,CC1=CCCCC1,-3.27,96.093900384,2.5067000000000004,0.0,0.0,0.0,0.0,0.0
94,Cc1cccc2c1Cc3ccccc32,-5.22,180.093900384,3.566220000000002,0.0,0.0,0.0,0.0,0.8571428571428571
95,Cc1cccc2ccccc12,-3.7,142.07825032,3.148220000000002,0.0,0.0,0.0,0.0,0.9090909090909091
96,Cc1cccc2c1ccc3ccccc32,-5.85,192.093900384,4.301420000000003,0.0,0.0,0.0,0.0,0.9333333333333333
97,Cn1ccc(=O)[nH]c1=O,-0.807,126.042927432,-0.9264000000000001,54.86,1.0,3.0,0.0,0.6666666666666666
98,Oc1cccc2ccccc12,-2.22,144.057514876,2.5454000000000008,20.23,1.0,1.0,0.0,0.9090909090909091
99,Nc1cccc2ccccc12,-1.92,143.073499288,2.4220000000000006,26.02,1.0,1.0,0.0,0.9090909090909091
100,O=N(=O)c1cccc2ccccc12,-3.54,173.047678464,2.748000000000001,43.14,0.0,2.0,1.0,0.7692307692307693
101,CCCN(=O)=O,-0.8,89.047678464,0.6731,43.14,0.0,2.0,2.0,0.0
102,CCCCCCCCCO,-3.01,144.15141526,2.7293000000000016,20.23,1.0,1.0,7.0,0.0
103,CCCCCCCC=C,-5.05,126.14085057599999,3.5329000000000024,0.0,0.0,0.0,6.0,0.0
104,CCCCCCCC#C,-4.24,124.12520051199999,2.980100000000002,0.0,0.0,0.0,5.0,0.0
105,CCCCCCCCCCCCCCCCCCO,-8.4,270.292265836,6.240200000000008,20.23,1.0,1.0,16.0,0.0
106,CCCCCCCCO,-2.39,130.135765196,2.3392000000000013,20.23,1.0,1.0,6.0,0.0
107,CCCCCCC=C,-4.44,112.12520051199999,3.142800000000002,0.0,0.0,0.0,5.0,0.0
108,CCCCCCC#C,-3.66,110.109550448,2.5900000000000007,0.0,0.0,0.0,4.0,0.0
109,CCCCCCCCCCCCCCCO,-6.35,228.24531564400002,5.069900000000006,20.23,1.0,1.0,13.0,0.0
110,CCCCCO,-0.6,88.088815004,1.1689,20.23,1.0,1.0,3.0,0.0
111,CCCC=C,-2.68,70.07825032,1.9725,0.0,0.0,0.0,2.0,0.0
112,CCCC#C,-1.64,68.062600256,1.4197,0.0,0.0,0.0,1.0,0.0
113,CC(O)c1ccccc1,-0.92,122.07316494,1.7399,20.23,1.0,1.0,1.0,0.6666666666666666
114,CCCO,0.62,60.057514876,0.3887,20.23,1.0,1.0,1.0,0.0
115,CCCCCCCCCCCCCCO,-5.84,214.22966558000002,4.679800000000005,20.23,1.0,1.0,12.0,0.0
116,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,493.6885268,9.887599999999999,0.0,0.0,0.0,1.0,0.5454545454545454
117,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16,425.766471504,8.580799999999998,0.0,0.0,0.0,1.0,0.6
118,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01,357.844416208,7.274000000000001,0.0,0.0,0.0,1.0,0.6666666666666666
119,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.15,425.766471504,8.580799999999998,0.0,0.0,0.0,1.0,0.6
120,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-8.6,357.844416208,7.274000000000001,0.0,0.0,0.0,1.0,0.6666666666666666
121,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,289.922360912,5.967200000000002,0.0,0.0,0.0,1.0,0.75
122,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,391.805443856,7.9274000000000004,0.0,0.0,0.0,1.0,0.631578947368421
123,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,391.805443856,7.9274000000000004,0.0,0.0,0.0,1.0,0.631578947368421
124,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,357.844416208,7.274000000000001,0.0,0.0,0.0,1.0,0.6666666666666666
125,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21,323.88338856,6.620600000000001,0.0,0.0,0.0,1.0,0.7058823529411765
126,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43,323.88338856,6.620600000000001,0.0,0.0,0.0,1.0,0.7058823529411765
127,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,357.844416208,7.274000000000001,0.0,0.0,0.0,1.0,0.6666666666666666
128,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47,289.922360912,5.967200000000002,0.0,0.0,0.0,1.0,0.75
129,CC(C)C(C)(C)C,-4.36,100.12520051199999,2.6885000000000012,0.0,0.0,0.0,0.0,0.0
130,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56,357.844416208,7.274000000000001,0.0,0.0,0.0,1.0,0.6666666666666666
131,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71,357.844416208,7.274000000000001,0.0,0.0,0.0,1.0,0.6666666666666666
132,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57,289.922360912,5.967200000000002,0.0,0.0,0.0,1.0,0.75
133,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.32,323.88338856,6.620600000000001,0.0,0.0,0.0,1.0,0.7058823529411765
134,CC(C)CC(C)(C)C,-4.74,114.14085057599999,3.0786000000000016,0.0,0.0,0.0,1.0,0.0
135,CC(C)CCC(C)(C)C,-5.05,128.15650064,3.468700000000003,0.0,0.0,0.0,2.0,0.0
136,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,289.922360912,5.967200000000002,0.0,0.0,0.0,1.0,0.75
137,CCC(C)(C)CO,-1.04,102.104465068,1.4149,20.23,1.0,1.0,2.0,0.0
138,CCC(C)(C)C,-3.55,86.109550448,2.442500000000001,0.0,0.0,0.0,0.0,0.0
139,CCCC(C)(C)C,-4.36,100.12520051199999,2.832600000000001,0.0,0.0,0.0,1.0,0.0
140,CCCC(C)(C)CO,-1.52,116.120115132,1.8050000000000002,20.23,1.0,1.0,3.0,0.0
141,CC(C)(C)CO,-0.4,88.088815004,1.0248,20.23,1.0,1.0,0.0,0.0
142,Clc1ccccc1c2ccccc2Cl ,-5.27,222.000305616,4.660400000000002,0.0,0.0,0.0,1.0,0.8571428571428571
143,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82,357.844416208,7.274,0.0,0.0,0.0,1.0,0.6666666666666666
144,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66,391.805443856,7.9274000000000004,0.0,0.0,0.0,1.0,0.631578947368421
145,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39,357.844416208,7.274000000000001,0.0,0.0,0.0,1.0,0.6666666666666666
146,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,323.88338856,6.620600000000001,0.0,0.0,0.0,1.0,0.7058823529411765
147,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92,323.88338856,6.620600000000001,0.0,0.0,0.0,1.0,0.7058823529411765
148,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25,289.922360912,5.967200000000002,0.0,0.0,0.0,1.0,0.75
149,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,229.885975404,4.0058,20.23,1.0,1.0,0.0,0.5454545454545454
150,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,229.885975404,4.005799999999999,20.23,1.0,1.0,0.0,0.5454545454545454
151,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,255.961333264,5.313800000000001,0.0,0.0,0.0,1.0,0.8
152,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.26,255.961333264,5.313800000000001,0.0,0.0,0.0,1.0,0.8
153,Oc1ccc(Cl)c(Cl)c1Cl,-2.67,195.924947756,3.3524000000000003,20.23,1.0,1.0,0.0,0.6
154,CC(C)C(C)C(C)C,-4.8,114.14085057599999,2.9345000000000017,0.0,0.0,0.0,2.0,0.0
155,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,229.885975404,4.0058,20.23,1.0,1.0,0.0,0.5454545454545454
156,Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-6.01,255.961333264,5.313800000000001,0.0,0.0,0.0,1.0,0.8
157,Oc1cc(Cl)cc(Cl)c1Cl,-2.67,195.924947756,3.3523999999999994,20.23,1.0,1.0,0.0,0.6
158,Oc1c(Cl)ccc(Cl)c1Cl,-2.64,195.924947756,3.3523999999999994,20.23,1.0,1.0,0.0,0.6
159,O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48,190.954083696,2.901600000000001,43.14,0.0,2.0,1.0,0.5454545454545454
160,Oc1cccc(Cl)c1Cl,-1.3,161.963920108,2.699,20.23,1.0,1.0,0.0,0.6666666666666666
161,CC(=C)C(=C)C,-2.4,82.07825032,2.1386000000000003,0.0,0.0,0.0,1.0,0.0
162,CC(C)C(C)C,-3.65,86.109550448,2.2984,0.0,0.0,0.0,1.0,0.0
163,Cc1cc2ccccc2cc1C,-4.72,156.093900384,3.456640000000002,0.0,0.0,0.0,0.0,0.8333333333333334
164,CCC(C)C(C)C,-4.28,100.12520051199999,2.6885000000000012,0.0,0.0,0.0,2.0,0.0
165,Cc1cccnc1C,0.38,107.073499288,1.69844,12.89,0.0,1.0,0.0,0.75
166,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.27,255.961333264,5.313800000000001,0.0,0.0,0.0,1.0,0.8
167,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.25,255.961333264,5.313800000000001,0.0,0.0,0.0,1.0,0.8
168,Oc1cc(Cl)c(Cl)cc1Cl,-2.21,195.924947756,3.3524000000000003,20.23,1.0,1.0,0.0,0.6
169,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14,255.961333264,5.313800000000001,0.0,0.0,0.0,1.0,0.8
170,Oc1c(Cl)cc(Cl)cc1Cl,-2.34,195.924947756,3.3523999999999994,20.23,1.0,1.0,0.0,0.6
171,Cc1cc(C)c(O)c(C)c1,-2.05,136.088815004,2.3174600000000005,20.23,1.0,1.0,0.0,0.6
172,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,227.01783488,1.7196200000000006,129.42000000000002,0.0,6.0,3.0,0.375
173,Oc1ccc(Cl)cc1Cl,-1.55,161.963920108,2.699,20.23,1.0,1.0,0.0,0.6666666666666666
174,CC(C)CC(C)(C)O,-0.92,116.120115132,1.8034,20.23,1.0,1.0,2.0,0.0
175,CC(C)C(O)C(C)C,-1.22,116.120115132,1.6593,20.23,1.0,1.0,2.0,0.0
176,CC(C)C(=O)C(C)C,-1.3,114.104465068,1.8675,17.07,0.0,1.0,2.0,0.0
177,CC(C)CC(C)C,-4.26,100.12520051199999,2.6885000000000012,0.0,0.0,0.0,2.0,0.0
178,Cc1ccc(O)c(C)c1,-1.19,122.07316494,2.0090399999999997,20.23,1.0,1.0,0.0,0.6666666666666666
179,Cc1ccnc(C)c1,0.38,107.073499288,1.69844,12.89,0.0,1.0,0.0,0.75
180,Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82,182.032756672,1.8114200000000005,86.28,0.0,4.0,2.0,0.46153846153846156
181,Clc1ccc(cc1)c2ccccc2Cl ,-5.28,222.000305616,4.660400000000002,0.0,0.0,0.0,1.0,0.8571428571428571
182,Clc1ccc(cc1)c2ccccc2Cl ,-5.25,222.000305616,4.660400000000002,0.0,0.0,0.0,1.0,0.8571428571428571
183,Oc1c(Cl)cccc1Cl,-1.79,161.963920108,2.699,20.23,1.0,1.0,0.0,0.6666666666666666
184,Cc1ccc2cc(C)ccc2c1,-4.89,156.093900384,3.456640000000002,0.0,0.0,0.0,0.0,0.8333333333333334
185,Cc1cccc(C)c1O,-1.29,122.07316494,2.00904,20.23,1.0,1.0,0.0,0.6666666666666666
186,Cc1cccc(C)n1,0.45,107.073499288,1.69844,12.89,0.0,1.0,0.0,0.75
187,Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,182.032756672,1.8114200000000005,86.28,0.0,4.0,2.0,0.46153846153846156
188,Clc1cccc(Cl)c1c2ccccc2 ,-5.21,222.000305616,4.660400000000003,0.0,0.0,0.0,1.0,0.8571428571428571
189,c2c(C)cc1nc(C)ccc1c2 ,-1.94,157.089149352,2.8516400000000006,12.89,0.0,1.0,0.0,0.8333333333333334
190,Nc3ccc2cc1ccccc1cc2c3 ,-5.17,193.089149352,3.5752000000000015,26.02,1.0,1.0,0.0,0.9333333333333333
191,c1c(Br)ccc2ccccc12 ,-4.4,205.973112324,3.6023000000000014,0.0,0.0,0.0,0.0,0.9090909090909091
192,Brc1ccc2ccccc2c1,-4.4,205.973112324,3.6023000000000014,0.0,0.0,0.0,0.0,0.9090909090909091
193,CC(C)Br,-1.59,121.973112324,1.7897,0.0,0.0,0.0,0.0,0.0
194,Cc1ccccc1Br,-2.23,169.973112324,2.7575200000000013,0.0,0.0,0.0,0.0,0.75
195,CCC(=O)C,0.52,72.057514876,0.9854,17.07,0.0,1.0,1.0,0.0
196,CC=CC=O,0.32,70.041864812,0.7614000000000001,17.07,0.0,1.0,1.0,0.0
197,CCCCOCCO,-0.42,118.099379688,0.7953999999999999,29.46,1.0,2.0,5.0,0.0
198,CCC(C)(C)Cl,-2.51,106.05492803199999,2.4138,0.0,0.0,0.0,1.0,0.0
199,COc1ccccc1Cl,-2.46,142.018542524,2.3486000000000002,9.23,0.0,1.0,1.0,0.6666666666666666
200,Clc1ccccc1c2ccccc2,-4.54,188.039277968,4.007000000000002,0.0,0.0,0.0,1.0,0.9230769230769231
201,CCC(C)Cl,-1.96,92.039277968,2.0237,0.0,0.0,0.0,1.0,0.0
202,Clc1ccc2ccccc2c1,-4.14,162.023627904,3.4932000000000016,0.0,0.0,0.0,0.0,0.9090909090909091
203,Oc1ccccc1Cl,-1.06,128.00289246,2.0456000000000003,20.23,1.0,1.0,0.0,0.75
204,CC(C)Cl,-1.41,78.023627904,1.6336,0.0,0.0,0.0,0.0,0.0
205,Cc1ccccc1Cl,-3.52,126.023627904,2.6484200000000007,0.0,0.0,0.0,0.0,0.75
206,NC(N)=NC#N ,-0.31,84.04359612799999,-1.2591199999999998,88.19,2.0,2.0,0.0,0.0
207,CCCCCCCCC(=O)C,-3.3,156.15141526,3.3260000000000023,17.07,0.0,1.0,7.0,0.0
208,CCc1ccccn1,0.51,107.073499288,1.644,12.89,0.0,1.0,1.0,0.75
209,CCC(CC)CO,-1.17,102.104465068,1.4149,20.23,1.0,1.0,3.0,0.0
210,CCCCC(CC)CO,-2.11,130.135765196,2.1951000000000005,20.23,1.0,1.0,5.0,0.0
211,CCCC=C(CC)C=O,-2.46,126.104465068,2.3218000000000005,17.07,0.0,1.0,4.0,0.0
212,CCC(CC)C=O,-1.52,100.088815004,1.6215,17.07,0.0,1.0,3.0,0.0
213,CCCCC(CC)C=O,-2.13,128.120115132,2.401700000000001,17.07,0.0,1.0,5.0,0.0
214,CCc1ccc2ccccc2c1,-4.29,156.093900384,3.4022000000000014,0.0,0.0,0.0,1.0,0.8333333333333334
215,CCc1ccccc1C,-3.21,120.093900384,2.5574200000000005,0.0,0.0,0.0,1.0,0.6666666666666666
216,CCCCCC(C)O,-1.55,116.120115132,1.9475000000000002,20.23,1.0,1.0,4.0,0.0
217,CCCCCC(=O)C,-1.45,114.104465068,2.1557000000000004,17.07,0.0,1.0,4.0,0.0
218,CCCCC(C)O,-0.89,102.104465068,1.5574,20.23,1.0,1.0,3.0,0.0
219,CCCCC(=O)C,-0.8,100.088815004,1.7656,17.07,0.0,1.0,3.0,0.0
220,Oc2ncc1nccnc1n2,-1.947,148.038510748,0.1253999999999998,71.79,1.0,5.0,0.0,0.9090909090909091
221,Oc1ccccn1,1.02,95.03711378,0.7871999999999999,33.120000000000005,1.0,2.0,0.0,0.8571428571428571
222,CC(C)I,-2.09,169.959248224,1.8298,0.0,0.0,0.0,0.0,0.0
223,CC(C)c1ccccc1C,-3.76,134.109550448,3.118420000000002,0.0,0.0,0.0,1.0,0.6
224,COc2ncc1nccnc1n2,-1.11,162.054160812,0.42839999999999984,60.790000000000006,0.0,5.0,1.0,0.8333333333333334
225,CC=C(C)C,-2.56,70.07825032,1.9725,0.0,0.0,0.0,0.0,0.0
226,CC(=C)C=C,-2.03,68.062600256,1.7485,0.0,0.0,0.0,1.0,0.0
227,CCC(=C)C,-2.73,70.07825032,1.9725,0.0,0.0,0.0,1.0,0.0
228,CCCC(=C)C,-3.03,84.093900384,2.3626000000000005,0.0,0.0,0.0,2.0,0.0
229,CCCCCC(C)(C)O,-1.72,130.135765196,2.3376000000000006,20.23,1.0,1.0,4.0,0.0
230,CCCCC(C)(C)O,-1.08,116.120115132,1.9475000000000002,20.23,1.0,1.0,3.0,0.0
231,CCCC(C)(C)O,-0.49,102.104465068,1.5574,20.23,1.0,1.0,2.0,0.0
232,CCC(O)C(C)C,-0.7,102.104465068,1.4133,20.23,1.0,1.0,2.0,0.0
